PMID,Split,Number of Annotators,Aggregate,Has Human Subjects,Has Target Disease,Cohort Study or Clinical Trial,Has Quantitative Outcome Measure,Has Study Drug(s),Has Population Size,Has Comparator Group
32579779,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12969091,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15725773,Validation,3,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0
27503490,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3555588,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
6610425,Validation,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
22392422,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
16980597,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1759005,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
19136898,Train,3,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0
23254230,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17162215,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7692723,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
12377843,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6236727,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
31144241,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
23548958,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
29396967,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2681505,Train,3,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0
21045713,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
20151997,Train,3,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0
15224273,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17646725,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
32404542,Train,3,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0
24008754,Train,3,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0
17268042,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
17447052,Test,3,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0
27859412,Train,3,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0
32694178,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
26903059,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
23178512,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
6102627,Validation,3,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0
12675275,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
23681775,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
23242019,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
3908132,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1907963,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
28918104,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
30545256,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12884193,Train,3,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0
30776283,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
10874062,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
33838457,Train,3,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0
11182704,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
27329216,Train,3,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0
3066965,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
30942513,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
32657466,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12830458,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12204508,Test,3,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0
31073853,Train,3,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0
33087009,Train,3,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0
21317621,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22789400,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
29274661,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6137325,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18280571,Train,3,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0
34273071,Train,3,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0
10027428,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
24898185,Train,3,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0
26030325,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18211119,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
9222732,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14642015,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
25402193,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
32705692,Test,3,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0
2193118,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1859488,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
12363120,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
8560901,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9404372,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1923078,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
24761000,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11757716,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
8351307,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
11950697,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9432202,Train,3,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0
2580179,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
16141462,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
20693913,Train,3,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
26584406,Train,3,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0
11979306,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
19268261,Train,3,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0
9570170,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15298636,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9475259,Validation,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
30909340,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
36201632,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
21706226,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
25091063,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
26742731,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
8172499,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1437436,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
18177451,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
19243715,Train,3,1,0.0,1.0,0.0,1.0,1.0,0.0,1.0
1137255,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
29126277,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17290403,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16019482,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1673953,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22190251,Train,3,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0
10682076,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22677260,Train,3,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0
32026435,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
30216492,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1505409,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
33413341,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
29632238,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
27595298,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
27412905,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
28277810,Train,3,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0
30442825,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24857538,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11910595,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9145738,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
21665043,Train,3,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0
20470218,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
6712367,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17409109,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
26553086,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
15707858,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
30774306,Train,3,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0
11197980,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2155948,Train,3,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0
33690135,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
9640490,Train,3,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0
26181769,Train,3,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0
14503094,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
26110205,Train,3,1,1.0,1.0,0.0,1.0,0.0,1.0,0.0
7954535,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
17521743,Train,3,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0
11672450,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
23184429,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
18631004,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7567310,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
21606131,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1720834,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
29888274,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
28557178,Train,3,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0
7665807,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
19801027,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
32406300,Train,3,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0
23648714,Train,3,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0
8038354,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20535794,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3207009,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9387945,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14635505,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24378322,Validation,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
27127102,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
24447519,Train,3,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0
12270028,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10442206,Train,3,1,1.0,0.0,1.0,0.0,1.0,1.0,0.0
23317659,Validation,3,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
9539572,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3934915,Train,3,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0
9692699,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3296668,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
29291887,Train,3,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0
15969872,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3602016,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24600205,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20065931,Train,3,1,1.0,1.0,0.0,0.0,1.0,1.0,0.0
2021446,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
23554996,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
28070716,Train,3,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0
27054288,Train,3,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0
9420339,Train,3,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0
9179279,Validation,3,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0
22480818,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
6343815,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
18409003,Test,3,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0
21729548,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
466932,Train,3,1,1.0,1.0,0.0,0.0,1.0,1.0,1.0
14663368,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
11380323,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
33136766,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
29490294,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8687515,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12836710,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16170642,Validation,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
27428004,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22172432,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
19863206,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
25700807,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1550081,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
17578824,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10992826,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
19780869,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
7782484,Test,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
11167354,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14999200,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15924781,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
3697832,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24939671,Train,3,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0
10594396,Test,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
3312180,Test,3,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0
28649076,Test,3,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0
17598639,Train,3,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0
12661048,Train,3,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0
34622835,Train,3,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0
14576060,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20513781,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
30158072,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8440092,Train,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1323954,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15008293,Validation,3,1,1.0,0.0,1.0,0.0,1.0,1.0,0.0
29873987,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16987469,Validation,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
27484018,Train,3,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0
11751734,Train,3,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0
26037940,Train,3,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0
14504182,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11530386,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
30358452,Test,3,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0
32469092,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2112976,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
31040373,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
30672140,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
30468787,Train,3,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0
27140677,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22849546,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15066135,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22018188,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
35689962,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1201730,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
11744606,Test,3,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
24580138,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
34298494,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
24671610,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9209195,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
16704152,Train,3,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0
23700266,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
17066243,Train,3,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0
26121122,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
9476744,Train,3,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0
24046251,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
23040887,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
29500674,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
26273191,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
16098001,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7900456,Train,3,1,1.0,1.0,0.0,0.0,1.0,1.0,0.0
3113729,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22781712,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
9626215,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
32757634,Test,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
16950253,Train,3,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0
16624060,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
789413,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
28040693,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
30078466,Train,3,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0
12735661,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11467592,Train,3,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0
7372352,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
10907800,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
16388957,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14516891,Train,3,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0
31344346,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9042046,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9294990,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
28237865,Train,3,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0
23373387,Train,3,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1532108,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
24891763,Train,3,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0
27448091,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
25364906,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
21917013,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3831144,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20846599,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
25456870,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17935765,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
28228427,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12757773,Train,3,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0
7560247,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
29430684,Train,3,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0
15153174,Train,3,1,1.0,0.0,1.0,1.0,1.0,1.0,0.0
16402760,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
26156873,Validation,3,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0
25228044,Train,3,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0
11550107,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
28362884,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
9633797,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
26020121,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
33616836,Train,3,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0
27831828,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
28321052,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
30793734,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
16948354,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
30610806,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9335414,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
17691415,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
33233910,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1740538,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7913852,Train,3,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0
30092411,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
30098165,Train,3,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0
2674870,Validation,3,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0
1743784,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
8836644,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1385971,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8954034,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2649222,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
31148412,Train,3,1,1.0,0.0,1.0,1.0,1.0,1.0,0.0
11328912,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
15678345,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24043138,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
31584512,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11897988,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2256193,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
10943869,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
29484993,Validation,3,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0
7966058,Test,3,1,1.0,1.0,0.0,0.0,1.0,1.0,1.0
10487192,Train,3,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0
9498726,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9338912,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
23256720,Train,3,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0
31603887,Test,3,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
7522284,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
8500859,Train,3,1,1.0,1.0,0.0,0.0,1.0,1.0,1.0
29151037,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
22520065,Train,3,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0
7570433,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
29866521,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
19826975,Train,3,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0
7924128,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
20350920,Train,3,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0
31274145,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
32207549,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9375949,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6927729,Train,3,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0
9807845,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
29376112,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15457367,Train,3,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0
35476888,Train,3,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0
27904973,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15649137,Train,3,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0
25485641,Train,3,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0
12427578,Train,3,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0
23735473,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
19508722,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
21999163,Train,3,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0
16602120,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
11980165,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
23589810,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
7040496,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0
15951657,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
32965039,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
17204829,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12921918,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
6203626,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
29306232,Test,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17132770,Validation,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8535552,Train,3,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0
20693806,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2690788,Train,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
